Fixed Battery Voltage,Portable Battery Voltage,Portable Battery Current,Fixed Battery Current,Motor Status,BCM Battery Selected,Portable Battery Temperature,Fixed Battery Temperature,Effective SOC
12.47588455,12.95858484,-3.592295422,-4.798050769,0,0,37.10905532,26.66008395,50.9
10.17194261,10.96011685,-2.751031943,-3.414019942,0,0,35.53838735,35.24335768,50.3
14.54660201,13.33342826,0.581341581,1.41686508,1,1,25.35383846,31.55001007,50.9
11.29389991,13.11689783,2.640930002,2.169769011,1,0,26.44198138,31.71257985,48.4
13.31261142,13.01234585,1.193513059,0.826009368,0,1,28.12209995,37.71217993,49.9
11.55855538,12.44892934,-2.678660872,-3.566899637,1,0,26.09519862,28.26196012,52.2
12.60034011,12.64328302,-4.990569575,-0.545945714,0,0,33.01726478,40.33106741,51
12.7335514,11.67221264,2.571505803,-1.449052336,0,0,31.7375709,36.6406184,49.8
10.92427228,12.59656346,4.852073259,-0.04338656,1,0,37.74708316,43.29889258,46.2
14.84792314,10.98777953,3.099131203,3.703290346,1,1,35.71330216,32.29681308,48.7
13.87566412,14.02587199,-0.397933818,2.758614387,1,1,36.91941519,44.65429984,47.8
14.69749471,10.92888477,4.037672614,-4.160104986,1,0,34.43954406,36.51655293,51
14.47413675,10.42483145,-0.901523269,3.903091978,0,1,30.55474297,44.46803912,51
12.98949989,12.18123013,0.249340842,-0.282328489,1,1,44.0565063,25.54121308,47.6
14.60937118,13.2915372,-0.228702326,2.438621449,1,0,26.7281832,39.55952645,50.7
10.44246251,12.18858412,-0.523761273,-3.599607687,0,0,43.77781999,41.33243049,47.6
10.97991431,11.38377066,2.751907693,1.707195257,0,1,31.22476094,26.06346573,48.2
10.22613644,12.79085592,0.267689073,-2.636739824,0,1,35.25322891,36.57939328,48.4
11.62665165,11.73501168,-1.83282878,-0.616191029,1,1,27.17684646,41.03884587,51.2
11.94338645,14.66433845,-2.418418323,-4.831371299,0,1,26.41862137,36.2207745,51.5
11.35674516,14.6132257,-4.62252683,-3.483893621,1,0,33.59090897,26.27627181,50.1
14.14368755,12.5118591,0.831951619,-4.079195069,1,1,39.83394753,38.86894482,49.8
11.78376663,11.63941997,-2.700385846,-2.602558271,1,1,30.38729555,26.21193829,51.6
11.40467255,13.68566207,-3.51866078,-3.9998191,1,1,36.24695778,41.3493779,49.9
12.71348042,10.18356472,1.538299638,1.919100266,0,0,30.57300681,25.86068367,50.1
10.70462112,12.37384503,1.812092578,-4.709600978,0,1,32.77226122,27.74794762,49.5
14.0109849,11.68161697,2.521548923,1.177405006,0,1,43.12892637,30.50215181,47.4
10.37275322,14.60267943,0.035768963,-3.592921692,0,0,42.11679251,37.66729585,46.5
14.93443468,10.06001514,3.940546052,4.451614572,0,0,35.32035087,44.52718199,48.9
13.86122385,12.76407438,4.363427534,4.330940731,1,1,29.76211255,27.35645705,48
10.99357841,13.70331791,3.073709398,-2.744968975,1,0,28.86367825,27.85415338,48.8
10.02761059,12.42508994,1.35593482,1.144212982,1,1,44.08174706,32.37740793,45.2
14.07730714,10.42701515,-1.962790464,-4.719946805,1,1,29.05433193,41.72438276,54
13.53428672,14.86230695,4.829449216,4.317885431,0,0,41.16336622,34.34461906,44.4
13.64503584,12.59005216,-2.258638328,0.229873082,1,0,32.37940419,31.43221201,50.7
13.85635173,13.07093122,-2.97343078,-4.567768486,1,0,44.71319695,36.22407664,49.7
10.37022326,11.18304891,-0.578458862,-1.57500007,1,1,32.36311481,30.21046395,49.8
11.79232864,12.41749043,-4.431594293,-4.231505381,1,0,32.0303325,33.02319814,51.9
10.5793453,12.14574746,4.784944647,-1.070555606,1,1,37.74927258,31.65210298,46.6
14.31551713,10.37447921,0.884335564,1.699263422,1,0,44.23033613,41.08282045,48.3
13.11649063,10.53080177,0.569520917,-0.30110092,0,1,44.52419212,43.48511453,48.3
11.65449012,14.1873626,1.557962799,-1.162778253,0,1,39.14412293,40.19144384,46.8
10.31779175,11.19909976,-0.029763522,-3.808429545,1,0,40.09212731,33.78167152,48.7
11.55491161,10.97479136,-4.679364829,-2.550609543,1,0,36.26804352,35.08669955,51.2
11.62591661,12.52455726,1.123112888,-3.998567123,1,1,40.11551478,27.50147388,48.4
13.64803089,13.84373566,2.16173877,3.074987317,1,0,42.1955931,39.93729422,45.9
13.18778736,10.30973259,-0.832509394,-3.64760172,1,0,34.72190606,36.92951359,51.8
14.43606371,12.8840396,2.572955721,0.953733665,0,0,37.39724526,43.04879992,48.2
12.36107463,10.59605221,-2.729987007,-1.572595864,0,0,35.7463339,29.01222287,51
10.59797123,10.18230525,-2.787234089,-2.740216153,1,0,36.24941227,40.19452244,50.6
13.56622394,10.26371976,-3.385830123,1.394684395,0,0,42.8009582,38.69343323,49.7
13.80392524,14.17082054,-1.280052402,-0.429976906,1,0,32.1123366,30.31691068,49.9
12.80638599,10.58986242,3.470120354,-0.998545327,1,1,29.16368051,38.34757279,50.5
13.8548359,10.22575682,3.279120621,0.928520049,0,0,34.12560221,43.48746761,49.7
12.46897798,12.18949944,-1.17175792,-0.087323715,0,1,29.16170381,43.36871975,50.7
12.61366415,14.21996736,0.89118736,-1.965157914,0,0,34.96800851,39.39253149,48.5
12.13770509,11.31204188,2.208163165,0.590612878,0,1,43.07016211,25.96146225,47
10.12709563,12.10856309,-2.587932254,1.694985766,1,1,37.34867041,42.44528675,47.8
10.53945713,10.19961266,-3.318589141,-4.733068414,0,0,42.10865707,38.15557214,50.2
10.15714593,12.24539257,4.720959932,-0.341282711,0,0,28.32381839,31.20868506,48
13.18205206,12.8880654,1.175573132,-4.423167154,0,0,43.01747185,28.74500723,48.5
11.57177991,12.85453527,4.814157218,-3.135945859,1,0,37.03574329,27.32407726,47.4
12.54285346,11.66213346,-1.622440129,0.605087341,1,1,25.63519577,26.00473799,51.6
14.53783237,11.5776659,2.030317,3.661889153,1,1,37.66237911,40.08206496,48.2
11.24646115,10.53311809,-2.773963635,3.828056792,0,0,44.02793913,29.71685998,47.2
12.05191462,11.8339916,-2.387998287,-4.300559899,0,1,26.58334001,25.48505872,52.8
13.77775569,10.49747334,0.119021213,-0.808949137,0,0,36.64912261,32.94541304,50.5
11.14399083,13.83297972,-1.803818745,0.83006483,1,1,43.30957206,34.65214161,46.3
10.38489955,14.83137149,-3.323784362,-3.529300954,0,0,25.19390337,28.38460462,50.8
11.44875726,14.85037228,-2.37119298,2.654322167,0,1,37.61825853,25.88096672,46.7
10.80610644,14.3253555,-4.642516055,2.442352584,1,0,34.49804584,28.78250966,48
14.64848826,13.00396075,2.044236215,4.033410137,0,1,31.93978637,38.58205524,48.6
14.0406019,13.50432849,-0.078833429,-4.915139879,0,0,37.5507298,26.64487355,50.3
13.16701878,11.42602901,-4.057569336,-2.83315756,0,0,26.05404189,36.10074061,53.7
14.35730295,13.1538521,-3.283060069,3.271867142,0,1,40.06126093,27.92823976,48.6
14.01836038,12.27824775,-3.974654619,1.705800508,1,1,25.08958954,28.91378347,52.5
10.93285029,12.4100867,1.125928083,3.943898537,1,1,31.13871488,32.86155767,47.5
14.46279499,13.7888828,-4.057896364,-4.428203455,1,1,35.07917275,27.01650672,51.9
12.69671121,11.40959178,2.54282333,0.969639657,0,1,32.54044501,28.46407006,49.1
14.03720078,11.59019806,-4.794890807,0.690465749,0,0,31.1495187,31.97904823,52.2
14.4804565,14.62320896,-2.50624212,-4.643255836,1,1,41.61670291,31.59338011,49.8
11.59001737,10.28112147,3.906666759,0.135220769,0,1,43.69665149,39.98542971,46.7
10.55025962,12.42817149,2.185313181,1.095203113,1,1,42.4742537,26.4956461,45.6
11.13967581,14.564004,-4.270316671,-3.087068258,1,1,35.44862626,42.20901471,49.4
12.13553894,13.05181504,3.211261045,-2.266704169,0,0,42.6832835,41.32464341,46.7
14.09007383,12.73203537,-0.069648785,1.403473463,1,0,43.4172313,40.31983279,47.6
14.30365292,11.2487209,3.467830272,-0.316990524,1,0,33.18476794,31.18744725,49.9
10.03476065,11.71637745,1.007397745,3.580136576,1,0,30.66891719,41.45763571,47.6
12.55373651,14.26024208,1.81833032,-1.57618234,1,1,26.96530412,28.65604161,49.7
12.08705502,12.79609066,4.935015604,-2.333403416,1,0,34.58183842,27.48818412,47.9
11.11053905,12.57371097,-2.676644541,4.848659403,1,0,43.92593841,25.89912667,45.8
10.59932684,10.49789857,1.239455748,4.111357701,0,1,36.21815056,43.78620726,47.2
11.68807586,10.08014078,-0.396786099,-4.71007255,1,1,38.35124204,31.16021795,50.7
14.71454852,14.81842594,-4.605480471,2.707286153,1,1,27.25767637,43.3523576,51.1
11.61601466,11.88493084,-4.855293585,-3.896652262,0,1,27.87039328,30.45227123,52.9
12.59395311,13.01606531,-3.807714222,-4.725148052,0,1,34.28946524,43.15131919,51.5
13.51509479,10.39857537,1.490917405,-2.26304484,1,1,44.02529598,43.07858106,49
11.81814801,13.41557143,0.671630879,-2.306541209,0,0,32.21569283,43.4735209,49.2
14.85891041,14.66283354,0.534295612,3.193187623,0,0,42.54968083,34.92306879,46.5
14.81223647,12.87832626,-4.681432375,2.106672459,1,1,27.40577187,42.31892574,52.3
11.25891148,10.63057661,-0.306970036,4.816094273,0,0,37.34034414,44.01531792,47.5
12.48624253,12.90860764,4.246228178,2.115129003,1,1,37.01225954,31.49233884,46.5
11.50439155,13.83173607,-1.024081307,-0.817444467,1,1,42.197495,33.37748811,46.9
11.42420247,12.03208268,1.249224698,1.989276609,1,0,25.06633409,39.38480375,49.7
10.18443474,14.39918874,2.798186756,4.994590672,1,0,28.79863334,31.00719643,45.8
13.04782167,13.24341477,2.839252791,2.101418826,0,0,29.39375251,40.07618618,48.5
12.51339512,14.49624459,0.192800824,2.61681356,1,0,43.99932176,26.4778429,45.4
10.25739376,13.11752656,3.579519454,4.383650152,0,0,28.07387313,35.46996769,46.6
11.39323232,10.65643986,-1.086219066,-3.863487387,0,1,25.739247,27.44626968,52.7
14.54132943,11.54845856,3.886932148,2.047842934,1,0,35.68922989,30.86646953,48.6
11.19780945,11.00897474,-2.597728336,3.50805958,1,0,35.57116925,30.17250785,48.7
10.72447436,14.54413249,-2.19783593,4.543786002,0,1,41.88093931,41.77864147,45
12.4472638,13.80200034,-4.468793758,-2.890307103,1,0,43.977193,28.87034511,48.7
14.92825227,13.38199184,2.955818365,0.039290077,1,0,35.77090884,41.1689584,48.7
11.21027636,11.5048316,-0.829447638,1.805548476,1,0,43.59988365,40.87920692,46.8
13.36067774,10.92022386,-2.708833861,-2.525322705,0,0,39.50318303,34.97766111,50.9
13.80809808,13.78225544,-2.682097224,1.004728633,0,0,30.29118256,29.67686511,50.5
11.18818772,12.37078973,4.013999412,-2.424212175,0,1,43.56841422,29.5379268,46.2
13.64108174,11.12894776,3.339166005,-1.665429795,0,0,38.34886352,34.29849294,49.1
11.83891566,13.08310989,0.535308854,-0.584813035,1,0,33.28191865,25.17618015,48.7
13.16152915,10.20166926,1.161108004,0.291900987,1,1,38.60484169,35.62701509,49.3
13.16764855,11.63085127,-0.256744294,-0.506341284,0,0,33.02625655,44.05559052,50.4
12.67887342,12.34278497,-1.083334571,-0.068044802,0,1,27.28367536,28.09413764,51.1
10.45144885,10.73979167,4.154768812,-2.014112437,0,1,39.37957494,36.46691243,47.3
14.17651248,14.92327239,-3.743872965,-3.41034906,0,1,41.48175224,44.23557377,49.5
11.60390032,11.04548682,-0.815532103,-4.526500227,0,0,39.57612398,42.21044279,50
10.93259255,10.65176565,-1.55438092,-3.040212775,1,0,29.58229336,42.00760233,51.6
10.20387571,11.01767437,-0.018492797,0.819436415,0,0,44.13270027,41.43699861,46.5
12.95446472,13.84530567,-0.423681255,2.861154478,0,0,25.50509123,31.18047212,49.7
13.38782181,12.1275283,0.188895317,-3.307524026,1,1,31.65370595,42.81233663,51.2
10.08293914,12.8270797,-3.600810228,-3.914446422,1,1,30.20184869,43.82680702,50.8
12.56046529,10.10504578,0.131415015,2.492903605,1,1,25.96252455,34.91584847,51.2
11.13247888,10.17215654,-2.575811861,-1.948416695,0,0,33.11459386,32.09142095,51.2
13.22586395,12.22912775,-3.15668651,4.514994392,1,1,37.4622968,33.28458031,48.6
10.87183215,14.08327622,-4.351657812,2.143179706,0,0,42.65105727,31.68412884,46.5
13.45468869,14.42619439,2.626525588,-1.732439528,0,1,44.79379432,29.24836884,46.3
11.93367673,10.43353284,-0.725580791,-2.104572522,1,1,41.16179173,37.36896941,49.4
14.68364994,12.69181551,1.266436833,0.236983863,0,1,34.37361037,36.25193772,49.7
10.68760472,14.56614843,2.275933433,-4.208553317,0,0,39.47408852,34.25170142,46.7
11.70533176,11.93986377,1.793166653,-3.823234874,1,1,41.87247577,26.91690773,48.1
10.56736761,14.14782916,-0.294992809,-3.241421187,1,1,34.30614393,40.93785929,48.4
14.62346809,10.66847827,-1.12101471,2.747235933,1,0,40.70108868,28.49867126,49.3
14.38669677,14.67697245,-1.240400904,0.138573593,1,1,34.65304837,27.29124087,49.3
11.28970814,13.75711659,1.400487969,-4.894328772,1,1,32.72991982,37.46142791,49.3
13.29992023,14.70667196,-0.052056451,1.735165275,1,0,35.52181676,32.97288722,47.7
14.086111,13.38308617,3.49132248,-0.763098213,1,0,38.51709475,26.19616951,47.8
12.77600406,11.81701966,3.747019843,0.10852365,1,0,39.53764113,32.1113671,47.4
12.64825289,14.69090586,-3.29439622,-2.858837566,1,0,32.13472538,40.43560705,50.4
11.20926145,11.37783388,-3.637663485,0.517822284,1,1,36.42640503,37.3049841,49.6
10.46551384,11.66086261,1.30400926,4.791532398,0,1,43.19741748,32.25572046,44.9
14.48607879,13.50404209,-1.987742519,-4.26555309,0,0,44.526258,28.83609583,49.5
14.50209029,13.8265815,-4.814292812,-2.160826003,0,1,29.54496182,37.63591242,52.5
13.16550729,14.64701742,3.886426694,-2.570024071,1,1,28.85662331,42.75110602,49.1
11.69514896,11.02401205,-2.730992328,-2.514506892,0,0,38.53371267,37.92545436,50.2
11.74604787,13.98999018,4.292806517,-1.212936424,0,1,33.29367772,41.25807709,47.3
13.62977839,13.69273027,2.174344509,3.181097847,0,1,25.48444677,35.43055677,49.3
14.4855513,10.31897278,2.626534899,4.1285869,0,1,31.93723741,39.35942213,49.7
14.43543212,11.93611571,-2.985385042,-2.977849125,0,0,41.13489487,42.92453548,50.8
13.89937773,11.41382729,-2.658055744,0.429499379,1,1,40.94853861,40.46357957,49.7
13.21015823,11.52245212,0.212677538,1.368989722,1,1,34.89370298,43.19707907,49.4
10.42069982,14.9147344,-3.279001474,0.218274744,1,1,34.4515587,33.62279204,47.8
10.80814357,13.21388707,-1.945683073,-0.659236058,0,0,36.59014885,43.0844051,48.3
14.49277094,13.58838079,-1.785375221,-3.080244941,0,0,29.38793421,37.43134469,52
13.0321453,14.88308819,-3.403700667,-0.117806408,1,1,35.5208725,42.40097532,49
10.04598526,11.88600891,-2.948171666,-0.987851723,1,1,25.2209272,25.78753061,51.2
10.50735771,14.00920084,2.88551842,2.955633625,1,0,34.5111911,38.15704764,45.6
13.31750885,12.17265482,-3.328041455,2.636043592,0,0,31.72102093,41.95950158,50.4
10.02530792,14.34766836,-4.715426082,-3.660013188,1,0,38.49739212,28.48404067,48.7
10.80404026,10.90328771,1.293549426,-4.114809474,1,0,37.76707168,38.23573867,49.2
12.74366895,14.73843089,4.759831194,4.081539432,1,1,32.6167176,41.49909428,45.8
13.45947599,11.09385854,-1.687861854,0.35508389,1,0,25.14545963,30.75898739,52.6
13.2598063,11.63110253,-3.813442968,3.578009373,1,0,30.04547259,33.10492656,50.9
11.12134655,13.78096117,0.703873254,-4.418488794,0,0,37.666957,36.39035437,48.3
13.56089611,11.96877571,4.063542111,0.265156165,0,0,26.44746686,35.38335378,50.2
11.18624544,13.04105688,2.840617798,0.394265146,1,1,27.15284844,25.78378786,48.7
11.62699849,12.22286751,1.225158684,3.607020325,0,1,37.94070049,26.97344196,46.7
13.73245703,13.71184969,-1.849435034,-4.023900018,1,1,40.11534802,27.00933159,49.7
13.2481645,11.14165626,0.418801733,-2.595544363,1,1,31.43099416,30.24535811,51.4
14.24611705,10.29228994,-4.087551587,-0.934616861,0,0,34.79346131,29.91728226,52.5
13.28806446,11.49964699,1.789454243,3.658414754,0,1,43.9142273,39.84444768,46.5
12.84154302,12.37154332,2.250960189,4.388833151,0,1,43.91087124,36.45488772,45.5
10.46837384,10.84010026,4.650316229,4.927246196,0,0,31.15005549,40.27952169,46.7
11.83857902,11.77398645,-2.396026413,4.591934865,1,1,41.1997575,26.39792115,47.1
11.32601184,11.99991509,-4.81543581,-4.940582442,0,1,36.87888106,34.70428475,51.2
11.21994822,10.28695922,0.456084644,-4.522916585,1,1,44.50968987,31.47551159,48.8
14.86505277,12.91653624,2.067905044,-3.523931808,1,0,34.55227139,41.99878622,50.5
11.96548862,14.42171714,2.904074759,-1.511379032,1,0,40.49413736,39.15578314,46.3
14.46023278,10.75871456,-3.06261067,3.29918031,1,0,40.36274259,42.38516942,49.7
13.15569313,12.98904007,-2.38247131,3.926561953,1,1,34.94865735,25.92854245,48.6
13.97405652,13.32369602,0.125909253,-3.131655937,0,0,40.91260229,39.41646979,49
12.51318547,12.0966734,-1.6939919,1.196641516,1,0,30.22080667,35.80016704,50.3
12.88451942,13.50548794,3.605114866,4.173619851,0,1,27.44506073,41.50000058,47.9
12.46258847,12.05365772,-0.262398463,-0.362682641,1,0,33.50327489,35.14321182,49.7
10.97621494,12.52318644,2.995786441,-3.96456428,0,1,43.87261313,35.80418156,46.7
13.61226058,10.03676522,0.806197605,-0.421863499,0,1,35.01489216,26.03534762,50.7
11.40386181,13.45860057,2.730901416,-1.242050977,1,0,37.70518277,38.3704573,47
10.12157983,13.30671339,-1.673270135,0.776579961,1,1,37.48324912,30.46279751,47.2
13.22736148,10.19200439,3.314166219,-0.613413156,0,1,27.65145735,25.39387844,51.2
10.8855534,11.84125054,-2.254276844,-4.826540731,1,1,32.80593765,26.32874325,51.1
14.70229292,14.8951592,0.46098808,4.939977334,1,0,39.13877946,44.14571218,46.5
14.76964289,12.10368281,-2.859928868,0.435402377,0,1,44.43980197,31.92154579,49.2
14.57432195,12.50972703,-0.244734784,-0.263692445,0,0,28.36035477,42.36151257,51.5
11.8507935,14.54965079,-1.818247905,4.546173715,1,0,33.20883781,44.19354468,47.2
10.07728308,13.58630938,-2.332965694,-3.441396324,1,1,26.901876,43.86534378,50.6
14.64159281,12.91035066,4.66985018,-3.107623975,1,1,29.84752919,42.63450481,50.4
12.14092074,13.98902341,-3.399258945,3.080147491,1,1,32.53518687,42.89687825,48.7
14.8332741,14.32183133,2.873258375,-2.3916892,0,1,35.81286496,30.78016089,48.9
14.81809989,12.28444036,4.841649595,2.992271063,0,1,29.61133764,28.02939781,49
14.26504728,12.37554182,-4.800985163,-2.284665171,1,0,29.55125322,37.78525124,53.2
11.47224446,11.93025468,1.99027414,-4.668123698,0,0,40.55659958,34.76211184,48.5
11.92548864,14.8335307,-2.470881944,0.170147239,0,1,44.25283326,26.97493437,46.4
14.25568336,13.48583127,-4.595121757,-3.033135659,0,0,31.47225936,38.55082632,52.4
11.58461003,10.41611533,-0.97110421,2.578462929,0,0,38.75984037,36.25720015,48.4
10.84746373,14.31479812,4.352178102,1.411996332,0,0,30.16160923,42.26134802,46.5
12.78400631,12.4027997,-4.882349056,4.23602668,0,1,43.5590451,37.18367591,47.7
14.68077387,10.34376953,0.878856919,2.829883573,0,0,38.4580472,36.47892359,49.4
13.48014898,12.74858628,0.013964786,-3.192240452,1,0,41.05353709,33.81503447,49.1
12.85030585,12.08582139,3.733841644,3.001582367,1,0,25.98708086,34.2557414,49.2
10.48588247,14.38874702,-4.159982855,1.417370448,0,1,36.97011936,44.08762454,47.5
13.07503613,11.01997302,1.815260299,1.689516418,0,0,35.55224663,27.76892019,48.9
14.95026925,14.13232305,1.801096984,3.32262886,0,1,30.85993814,33.92437637,48.7
10.70042008,12.78844346,1.690800169,0.738240692,0,0,30.2485997,38.11654468,48.2
12.59164826,10.27305152,4.423344949,-0.339964856,0,1,36.60049605,33.66021291,48.6
14.38686536,14.85922651,3.23087529,1.366410354,1,0,39.1297127,30.66431254,46.6
13.70384309,12.56307622,-4.580272738,-2.02042571,0,1,25.66345514,30.74714742,53.4
13.4850787,11.45438427,-0.289171493,-3.174028689,1,0,36.34803164,29.67312093,50.8
13.51242042,12.34703421,-1.020469438,1.165878381,1,1,28.40919058,31.87806401,50.9
11.79745576,14.28928892,-1.898527789,-2.661516309,0,1,27.80725463,42.43349551,50.6
11.46795922,11.52451562,-0.486632748,-4.200848907,0,0,37.46238976,35.10449101,49.9
14.04680578,10.96338198,-1.158058151,-4.994458154,0,0,31.21740234,29.80477456,53.1
14.05056697,10.64535623,-0.676661001,1.083194014,1,1,33.81760466,32.69053434,50.8
14.33536159,11.48929699,4.792618656,-1.378512165,1,1,32.19997619,27.11660824,50
14.56620276,13.90024044,-4.113670253,2.523109707,1,0,37.9667264,43.08071479,49.2
12.55671199,12.35813183,4.222308698,-1.248236017,0,1,34.40239532,33.16395664,48.3
12.50758147,11.13740802,-0.197632865,-0.139965518,0,0,44.26917324,44.60782409,47.9
13.99147589,10.830925,1.237422455,-0.929150272,0,0,32.04765518,31.95077547,51.1
13.24981965,11.66364738,3.301829666,1.505747911,0,1,39.80568681,41.72712094,47.4
13.50983439,14.69962186,-1.395369709,-1.43860838,0,0,30.14585135,30.12770627,50.2
13.97896335,11.71513356,-0.695780919,4.637676499,0,1,35.17506185,26.52305787,48.9
14.45002671,14.94062038,-0.904815197,4.361469866,1,0,36.05139504,25.63466723,47.5
11.68997578,12.42615228,-1.252689775,3.480279027,1,0,31.58218562,37.12336853,48.6
11.87791476,10.89581959,4.255293216,4.203002706,0,0,34.43561058,31.23147343,47.1
10.4699097,14.45570046,3.289298912,-0.508603115,0,0,30.58557276,33.87039761,47.1
12.8914007,12.30177687,-3.910000101,0.364303968,1,0,25.12001563,41.37294071,52.3
10.17971137,13.54835672,-3.918766475,2.420925926,1,0,29.31296603,29.96216171,48.9
12.32799009,14.91855792,-0.721304851,1.961459249,1,0,39.00128345,31.17304953,46.5
12.71322317,10.25087675,-4.013426233,3.906785956,0,0,40.41926049,41.9067237,49.2
11.43270626,10.4834728,1.190930953,2.163310273,1,0,30.60405734,34.85524547,49.3
12.9541663,13.60228371,-3.563083927,4.978847082,1,0,33.16085998,41.55330334,48.6
10.15250125,11.40912502,0.22373264,-1.514942002,1,0,25.7473132,32.48952007,50.6
10.18674094,10.92150698,-4.92780053,3.329977422,1,0,29.74125802,32.96739962,50.2
14.1130028,10.1968094,-1.834036516,1.976348228,1,1,40.58438567,28.34276724,49.8
11.80095321,10.10923356,1.771907237,1.913864452,0,1,37.11972541,43.32691707,48.3
10.63530256,13.87242802,-0.159610598,-1.741644052,0,0,29.11541044,42.93567388,49.1
12.6112163,10.67216714,4.78269486,2.856017924,1,0,30.1488399,44.68434029,48.6
13.84996777,12.33860308,3.741037961,4.003760223,0,1,41.33604046,33.04894254,46.2
11.07910514,13.02948408,-1.40929221,-2.814515385,0,0,29.18168406,41.37229884,50.5
13.11445238,12.141759,-4.545134585,1.254968371,1,0,31.68315452,33.29907463,51.1
10.42673732,10.13553326,3.456263001,-1.078651709,0,0,38.28717383,34.08597578,47.8
10.25840861,13.91750751,4.112343103,4.895481193,0,1,36.22224771,41.59998787,44.2
12.65677316,10.05256612,3.206273934,-0.211671842,1,0,34.2174041,28.54733542,49.6
12.70317561,13.80944947,-3.720500591,-2.716798262,1,1,42.99482182,29.40621869,48.8
13.18714951,14.46652247,4.979151344,-1.181423748,0,1,29.39420925,31.29456481,48.3
13.63045667,12.16419961,-2.414157784,1.538383898,0,0,39.82839782,40.76358065,49
14.8792604,12.67771237,2.242049128,-4.239106287,0,1,28.18127681,32.45303099,52.1
12.58150174,12.38491696,4.080348763,1.036019202,1,1,37.31467667,32.16336417,47.1
11.61478236,11.94604309,-2.643128857,4.312247592,0,1,42.41247127,44.97632691,46.9
